date,rm,branch,new_accounts,revenue_mil_vnd,margin_balance_bil_vnd,aum_bil_vnd,conversion_rate_pct
2025-03-26,RM_05,HaiPhong,148,542.1,8480.6,39588.5,11.3
2025-03-26,RM_06,DaNang,218,497.6,1185.4,19631.3,13.1
2025-03-26,RM_07,DaNang,72,514.6,3453.5,15385.4,7.5
2025-03-26,RM_08,HaiPhong,172,440.3,3549.5,26678.3,10.3
2025-03-26,RM_09,Online,190,293.8,600.9,21244.2,11.9
2025-03-26,RM_10,HCM_Center,99,729.8,3038.5,41426.5,17.2
2025-03-26,RM_11,HCM_Center,205,500.8,5633.4,22849.0,4.8
2025-03-26,RM_12,DaNang,142,666.1,3154.4,19360.0,15.6
2025-03-26,RM_13,CanTho,162,513.9,915.7,18683.3,9.5
2025-03-26,RM_14,HN_HeadOffice,167,440.2,1252.6,48116.8,8.4
2025-03-26,RM_15,Online,41,894.9,8876.2,36793.6,17.9
2025-03-26,RM_16,HN_HeadOffice,197,129.7,1809.5,11046.8,15.9
2025-03-26,RM_17,Online,179,129.5,1475.8,16592.5,6.7
2025-03-26,RM_18,HN_HeadOffice,32,667.5,4278.4,39931.9,6.8
2025-03-26,RM_19,HN_HeadOffice,72,847.8,6560.1,38808.1,8.0
2025-03-26,RM_20,CanTho,32,165.4,2852.6,19368.6,8.3
2025-03-26,RM_21,HCM_Center,58,391.1,4129.1,7501.0,17.6
2025-03-26,RM_22,Online,93,811.5,8494.0,18223.5,15.2
2025-03-26,RM_23,HN_HeadOffice,134,574.4,1393.1,41324.3,16.7
2025-03-26,RM_24,CanTho,112,352.1,6728.1,5701.1,15.8
2025-03-26,RM_25,CanTho,168,460.6,6063.8,48293.3,3.3
2025-03-26,RM_26,CanTho,199,274.5,8562.5,21419.1,5.4
2025-03-26,RM_27,Online,59,635.1,8250.1,39679.9,7.9
2025-03-26,RM_28,CanTho,90,642.2,8736.7,25831.2,17.4
2025-03-26,RM_29,HCM_Center,138,804.2,2502.4,10079.0,7.2
2025-03-26,RM_30,CanTho,64,574.1,4412.4,7157.7,10.2
2025-04-02,RM_01,HCM_Center,53,172.0,8536.3,9688.9,8.3
2025-04-02,RM_02,HCM_Center,113,227.6,3922.0,9139.4,3.4
2025-04-02,RM_03,HN_HeadOffice,54,381.7,5346.5,42560.6,15.6
2025-04-02,RM_04,HN_HeadOffice,88,454.9,3079.5,17710.1,17.9
2025-04-02,RM_05,HaiPhong,34,193.1,5732.8,26814.3,5.7
2025-04-02,RM_06,DaNang,143,426.6,1567.1,44700.5,15.5
2025-04-02,RM_07,HCM_Center,100,629.1,4505.2,41931.8,13.9
2025-04-02,RM_08,Online,101,731.3,637.2,49541.8,4.4
2025-04-02,RM_09,HCM_Center,216,852.8,770.7,28525.4,17.6
2025-04-02,RM_10,HCM_Center,132,244.5,6009.1,39015.7,15.7
2025-04-02,RM_11,HN_HeadOffice,131,297.1,3425.3,3075.1,17.6
2025-04-02,RM_12,HCM_Center,123,277.0,2325.6,40924.7,4.3
2025-04-02,RM_13,DaNang,127,446.4,2071.8,16939.5,8.8
2025-04-02,RM_14,DaNang,169,170.9,1393.0,13618.7,16.5
2025-04-02,RM_15,CanTho,195,686.6,1218.6,41186.2,11.1
2025-04-02,RM_16,DaNang,61,553.8,7037.2,42897.0,6.9
2025-04-02,RM_17,Online,149,676.2,5499.1,10180.5,14.8
2025-04-02,RM_18,HCM_Center,44,321.8,7900.0,28087.7,7.9
2025-04-02,RM_19,Online,187,588.1,8949.9,21869.1,17.1
2025-04-02,RM_20,DaNang,189,208.3,3408.9,23239.7,4.6
2025-04-02,RM_21,CanTho,141,649.5,8190.9,26983.6,11.8
2025-04-02,RM_22,CanTho,117,540.9,2756.6,48286.3,3.2
2025-04-02,RM_23,Online,32,734.5,8908.7,8980.8,17.7
2025-04-02,RM_24,HCM_Center,44,610.9,4223.0,12506.4,3.8
2025-04-02,RM_25,HaiPhong,185,694.7,2205.2,6625.2,18.0
2025-04-02,RM_26,HN_HeadOffice,68,86.7,5039.5,13546.1,9.7
2025-04-02,RM_27,HaiPhong,138,414.2,4324.3,46748.2,8.3
2025-04-02,RM_28,DaNang,30,835.4,3649.7,16145.8,6.4
2025-04-02,RM_29,Online,167,270.5,8343.4,39488.7,13.5
2025-04-02,RM_30,HN_HeadOffice,67,283.3,611.8,33609.0,7.6
2025-04-09,RM_01,DaNang,31,470.1,2619.2,46976.1,14.1
2025-04-09,RM_02,CanTho,190,327.1,8142.0,25341.9,9.3
2025-04-09,RM_03,DaNang,101,691.6,5607.2,44447.7,16.8
2025-04-09,RM_04,DaNang,127,353.5,2052.2,7720.5,5.8
2025-04-09,RM_05,HCM_Center,35,371.0,6423.5,19995.1,15.0
2025-04-09,RM_06,HaiPhong,193,776.5,5607.5,18347.1,5.5
2025-04-09,RM_07,HaiPhong,61,762.1,3363.4,9664.4,3.2
2025-04-09,RM_08,HaiPhong,30,255.7,2314.4,8559.4,5.0
2025-04-09,RM_09,HCM_Center,185,822.1,727.3,6838.0,5.0
2025-04-09,RM_10,Online,52,474.5,6132.6,28893.4,14.7
2025-04-09,RM_11,HaiPhong,190,546.4,1770.4,22525.3,14.5
2025-04-09,RM_12,DaNang,140,151.2,2697.0,46893.8,8.2
2025-04-09,RM_13,HN_HeadOffice,50,322.8,4972.4,13563.9,3.4
2025-04-09,RM_14,HCM_Center,52,897.2,6695.1,3904.5,17.2
2025-04-09,RM_15,Online,32,125.0,2134.1,40512.1,10.7
2025-04-09,RM_16,HN_HeadOffice,180,141.2,8674.1,39964.8,15.9
2025-04-09,RM_17,Online,191,445.6,6201.4,28326.8,3.8
2025-04-09,RM_18,Online,151,505.7,7016.3,38913.2,12.2
2025-04-09,RM_19,Online,155,632.0,8547.9,43695.8,17.2
2025-04-09,RM_20,Online,136,772.3,8320.3,21370.3,17.0
2025-04-09,RM_21,Online,163,282.4,795.9,47405.4,17.8
2025-04-09,RM_22,HCM_Center,65,400.7,3982.8,18761.2,5.8
2025-04-09,RM_23,Online,210,141.9,8351.6,38526.1,14.7
2025-04-09,RM_24,DaNang,132,90.3,2290.6,46351.5,3.1
2025-04-09,RM_25,DaNang,83,203.7,6107.4,21776.5,10.2
2025-04-09,RM_26,Online,96,283.6,852.7,42419.2,6.8
2025-04-09,RM_27,Online,104,797.5,7104.6,42113.2,12.2
2025-04-09,RM_28,CanTho,127,82.9,824.8,37989.5,7.3
2025-04-09,RM_29,DaNang,188,875.0,6555.8,14638.3,3.8
2025-04-09,RM_30,DaNang,146,806.3,5536.6,8997.7,14.9
2025-04-16,RM_01,Online,148,376.0,1010.0,5873.3,9.3
2025-04-16,RM_02,CanTho,85,210.0,7690.5,27286.0,16.3
2025-04-16,RM_03,DaNang,191,501.4,2267.1,3576.1,7.5
2025-04-16,RM_04,CanTho,145,186.7,3394.6,34173.7,13.2
2025-04-16,RM_05,HCM_Center,70,838.1,1514.0,10122.8,3.4
2025-04-16,RM_06,HCM_Center,133,410.5,3114.1,39713.9,6.6
2025-04-16,RM_07,Online,93,634.1,7375.5,16979.6,4.4
2025-04-16,RM_08,Online,208,169.3,4011.7,24726.6,9.2
2025-04-16,RM_09,Online,192,826.3,7068.7,18128.9,4.5
2025-04-16,RM_10,DaNang,30,895.0,2567.7,8060.6,16.0
2025-04-16,RM_11,HaiPhong,189,304.4,4291.0,46940.0,6.2
2025-04-16,RM_12,Online,151,140.3,5316.6,22693.6,11.7
2025-04-16,RM_13,Online,110,323.0,6900.7,6056.8,12.9
2025-04-16,RM_14,HCM_Center,71,491.5,2066.7,6911.6,11.1
2025-04-16,RM_15,HN_HeadOffice,44,588.1,1799.2,38758.1,5.3
2025-04-16,RM_16,HaiPhong,166,551.1,8974.3,34301.2,7.3
2025-04-16,RM_17,HaiPhong,88,880.1,7157.4,22621.9,10.3
2025-04-16,RM_18,HCM_Center,202,623.8,672.6,10000.8,13.1
2025-04-16,RM_19,CanTho,171,175.0,2083.2,19599.1,4.8
2025-04-16,RM_20,HaiPhong,217,259.3,6833.8,29364.8,7.3
2025-04-16,RM_21,HaiPhong,63,452.8,6150.7,12853.7,4.0
2025-04-16,RM_22,HN_HeadOffice,179,780.8,6754.3,4926.6,4.8
2025-04-16,RM_23,HCM_Center,105,227.1,3029.1,42481.8,4.2
2025-04-16,RM_24,CanTho,174,409.6,6411.7,37981.7,6.2
2025-04-16,RM_25,HCM_Center,201,768.4,2011.5,11655.7,15.3
2025-04-16,RM_26,CanTho,44,387.4,1360.2,25383.9,8.0
2025-04-16,RM_27,CanTho,214,735.9,4667.9,15389.1,17.9
2025-04-16,RM_28,Online,101,736.4,4104.9,40245.1,10.0
2025-04-16,RM_29,HN_HeadOffice,89,332.8,5957.3,8807.1,10.3
2025-04-16,RM_30,HCM_Center,96,96.3,7138.9,38652.3,13.6
2025-04-23,RM_01,HaiPhong,104,539.8,1400.8,39547.5,13.2
2025-04-23,RM_02,CanTho,67,364.6,5969.1,11183.4,12.7
2025-04-23,RM_03,DaNang,58,522.6,2518.8,10128.7,11.6
2025-04-23,RM_04,Online,96,357.4,4230.3,5136.9,15.4
2025-04-23,RM_05,DaNang,31,856.6,7678.9,14387.6,5.5
2025-04-23,RM_06,HCM_Center,218,95.3,5012.7,19051.3,15.2
2025-04-23,RM_07,HN_HeadOffice,176,328.3,4695.4,11681.1,12.2
2025-04-23,RM_08,DaNang,141,310.9,2184.7,44064.8,12.4
2025-04-23,RM_09,HCM_Center,116,556.4,8326.3,12915.1,4.1
2025-04-23,RM_10,Online,54,679.0,5453.1,39032.1,12.9
2025-04-23,RM_11,HaiPhong,85,273.1,2069.7,44071.3,10.0
2025-04-23,RM_12,DaNang,86,347.9,5722.1,11486.2,6.8
2025-04-23,RM_13,DaNang,39,612.9,1985.2,8879.3,13.7
2025-04-23,RM_14,Online,196,365.8,2956.5,31935.5,4.0
2025-04-23,RM_15,HCM_Center,136,307.2,2605.9,22416.1,13.9
2025-04-23,RM_16,HaiPhong,97,576.4,5986.6,13981.8,9.6
2025-04-23,RM_17,Online,187,534.0,7961.3,25056.6,10.4
2025-04-23,RM_18,Online,193,675.3,5942.9,40527.1,11.0
2025-04-23,RM_19,Online,152,474.7,5262.5,28828.8,4.8
2025-04-23,RM_20,HCM_Center,197,434.9,1878.3,49484.4,7.2
2025-04-23,RM_21,HN_HeadOffice,117,488.2,5803.6,38121.7,17.6
2025-04-23,RM_22,HN_HeadOffice,107,760.1,5801.6,12714.2,12.4
2025-04-23,RM_23,HN_HeadOffice,39,214.6,2252.3,16835.5,9.4
2025-04-23,RM_24,CanTho,85,700.6,2667.8,49654.1,3.8
2025-04-23,RM_25,Online,141,206.8,3682.2,8825.1,14.0
2025-04-23,RM_26,Online,127,650.5,7306.0,11468.9,16.6
2025-04-23,RM_27,HN_HeadOffice,215,144.1,859.3,27330.0,12.6
2025-04-23,RM_28,DaNang,126,479.4,5884.4,12403.7,9.9
2025-04-23,RM_29,DaNang,143,204.5,1835.2,35085.1,9.1
2025-04-23,RM_30,CanTho,141,218.2,3161.8,21518.3,8.9
2025-04-30,RM_01,CanTho,172,681.6,1938.9,26067.4,14.4
2025-04-30,RM_02,HN_HeadOffice,94,204.5,7008.4,41190.1,8.0
2025-04-30,RM_03,DaNang,81,302.0,2134.6,49454.2,10.3
2025-04-30,RM_04,HaiPhong,47,259.4,6123.3,31129.7,10.7
2025-04-30,RM_05,HN_HeadOffice,209,200.6,7986.0,21621.5,16.3
2025-04-30,RM_06,HaiPhong,30,241.7,8869.5,8597.4,3.1
2025-04-30,RM_07,HN_HeadOffice,43,518.3,7136.6,29311.7,7.6
2025-04-30,RM_08,DaNang,179,126.2,7422.7,20383.2,4.8
2025-04-30,RM_09,HCM_Center,153,798.6,8376.6,36284.1,10.6
2025-04-30,RM_10,HN_HeadOffice,121,687.9,5077.2,31912.8,5.1
2025-04-30,RM_11,HaiPhong,154,390.8,707.7,12200.2,8.7
2025-04-30,RM_12,CanTho,179,279.7,7966.2,11229.0,7.7
2025-04-30,RM_13,CanTho,108,477.7,5951.5,15521.8,16.5
2025-04-30,RM_14,HCM_Center,130,617.9,7323.0,17083.4,11.9
2025-04-30,RM_15,CanTho,137,816.5,1335.5,24726.0,8.8
2025-04-30,RM_16,CanTho,115,570.6,8228.4,11710.6,11.5
2025-04-30,RM_17,HN_HeadOffice,183,788.0,594.8,48709.5,15.3
2025-04-30,RM_18,CanTho,217,540.9,637.6,3715.5,6.3
2025-04-30,RM_19,HN_HeadOffice,77,724.6,1432.4,8223.3,9.0
2025-04-30,RM_20,HaiPhong,85,754.0,2786.4,3968.4,14.7
2025-04-30,RM_21,HN_HeadOffice,86,442.5,8452.0,27530.4,6.2
2025-04-30,RM_22,HCM_Center,150,386.6,4659.2,46908.0,17.3
2025-04-30,RM_23,HN_HeadOffice,126,855.8,2430.4,42069.2,16.3
2025-04-30,RM_24,HN_HeadOffice,210,843.2,6757.1,11870.7,10.3
2025-04-30,RM_25,DaNang,72,497.1,3366.8,13538.1,12.6
2025-04-30,RM_26,Online,132,611.1,7312.5,5695.4,12.7
2025-04-30,RM_27,HN_HeadOffice,186,835.9,3987.6,24307.9,16.6
2025-04-30,RM_28,DaNang,197,754.8,3243.2,6099.8,16.2
2025-04-30,RM_29,DaNang,117,742.8,4783.5,46332.5,5.0
2025-04-30,RM_30,Online,81,699.3,7032.1,8566.0,7.1
2025-05-07,RM_01,CanTho,96,427.4,7963.8,34033.0,13.9
2025-05-07,RM_02,HCM_Center,203,294.6,1529.3,48202.0,11.0
2025-05-07,RM_03,CanTho,39,771.2,689.4,41861.4,13.0
2025-05-07,RM_04,HN_HeadOffice,139,372.2,7027.8,39602.2,9.2
2025-05-07,RM_05,CanTho,81,471.9,7086.9,27578.6,17.5
2025-05-07,RM_06,HN_HeadOffice,149,856.0,4918.0,39070.6,11.1
2025-05-07,RM_07,HaiPhong,170,596.5,2621.5,3852.9,9.6
2025-05-07,RM_08,HN_HeadOffice,112,229.2,8260.9,30852.3,5.0
2025-05-07,RM_09,Online,111,508.0,3004.5,3814.7,12.0
2025-05-07,RM_10,Online,186,325.0,7013.2,43861.9,13.7
2025-05-07,RM_11,CanTho,152,277.8,6168.0,25947.5,11.4
2025-05-07,RM_12,HCM_Center,143,132.6,7486.5,22996.3,15.7
2025-05-07,RM_13,Online,79,868.6,2620.1,48070.4,13.3
2025-05-07,RM_14,HaiPhong,123,568.1,7174.0,5501.8,7.9
2025-05-07,RM_15,Online,159,498.2,5199.5,46865.9,12.9
2025-05-07,RM_16,HN_HeadOffice,35,706.0,8128.0,41513.6,14.7
2025-05-07,RM_17,HaiPhong,214,449.8,7970.3,3819.4,11.6
2025-05-07,RM_18,Online,109,269.1,4733.8,39151.5,5.8
2025-05-07,RM_19,HaiPhong,49,833.1,2133.8,19132.8,11.6
2025-05-07,RM_20,HN_HeadOffice,54,252.2,7996.0,11156.9,8.4
2025-05-07,RM_21,CanTho,204,696.5,6387.6,38526.4,17.1
2025-05-07,RM_22,HN_HeadOffice,47,126.7,886.1,12321.3,13.8
2025-05-07,RM_23,DaNang,122,136.3,3126.2,41991.6,16.5
2025-05-07,RM_24,HN_HeadOffice,179,676.7,7734.5,12884.7,14.9
2025-05-07,RM_25,DaNang,212,565.1,1988.6,37683.5,15.8
2025-05-07,RM_26,CanTho,72,652.0,7370.8,39427.4,5.3
2025-05-07,RM_27,HaiPhong,159,147.6,5859.0,33987.1,9.1
2025-05-07,RM_28,HCM_Center,93,403.8,4671.7,40512.1,16.1
2025-05-07,RM_29,Online,133,564.1,8507.8,25049.8,3.2
2025-05-07,RM_30,CanTho,99,708.3,2020.0,31818.5,16.1
2025-05-14,RM_01,HCM_Center,111,380.3,6334.0,12761.5,11.0
2025-05-14,RM_02,HCM_Center,181,876.9,547.5,23694.6,15.9
2025-05-14,RM_03,DaNang,163,91.2,4960.1,13599.4,15.7
2025-05-14,RM_04,CanTho,205,294.6,1127.4,40205.8,12.3
2025-05-14,RM_05,HCM_Center,182,613.3,5376.0,35708.1,7.1
2025-05-14,RM_06,DaNang,215,698.0,7390.3,24192.8,13.4
2025-05-14,RM_07,HaiPhong,97,464.0,3681.7,47178.6,13.1
2025-05-14,RM_08,HCM_Center,203,705.8,2778.1,41090.9,7.8
2025-05-14,RM_09,HCM_Center,214,499.5,1364.3,32100.7,3.4
2025-05-14,RM_10,Online,175,602.9,6512.7,20632.6,15.9
2025-05-14,RM_11,DaNang,197,239.5,2314.5,32533.7,13.0
2025-05-14,RM_12,Online,212,688.1,4809.9,25094.1,5.3
2025-05-14,RM_13,CanTho,115,867.2,935.2,17036.0,7.2
2025-05-14,RM_14,CanTho,214,454.2,1390.4,17159.3,13.5
2025-05-14,RM_15,HCM_Center,217,718.2,1715.8,17443.7,5.6
2025-05-14,RM_16,Online,167,800.4,3147.2,12480.7,13.2
2025-05-14,RM_17,DaNang,194,181.9,2508.8,24347.4,3.8
2025-05-14,RM_18,HaiPhong,178,373.6,4572.5,14956.7,11.3
2025-05-14,RM_19,HaiPhong,109,892.6,5851.2,19559.3,7.2
2025-05-14,RM_20,HN_HeadOffice,97,209.7,1729.1,6031.7,8.3
2025-05-14,RM_21,HaiPhong,217,340.2,7483.5,21040.0,5.9
2025-05-14,RM_22,CanTho,56,294.8,3521.6,28236.7,10.0
2025-05-14,RM_23,Online,183,462.3,1437.8,28265.7,15.0
2025-05-14,RM_24,HN_HeadOffice,200,536.4,2889.6,46416.4,8.4
2025-05-14,RM_25,CanTho,190,162.4,1772.2,17560.3,3.2
2025-05-14,RM_26,Online,58,281.1,4226.1,48653.1,15.2
2025-05-14,RM_27,HaiPhong,58,436.9,5788.3,28161.8,14.1
2025-05-14,RM_28,HCM_Center,47,468.4,5184.5,6923.1,15.5
2025-05-14,RM_29,Online,134,133.4,2477.0,44619.6,11.9
2025-05-14,RM_30,Online,151,683.4,4434.3,23062.8,9.1
2025-05-21,RM_01,HN_HeadOffice,153,612.2,7367.4,43388.9,4.8
2025-05-21,RM_02,CanTho,154,737.9,2481.5,44266.3,5.7
2025-05-21,RM_03,HCM_Center,57,188.7,1574.3,44980.4,12.4
2025-05-21,RM_04,HaiPhong,53,366.8,3255.0,43623.8,6.8
2025-05-21,RM_05,DaNang,112,545.0,659.9,31307.6,9.9
2025-05-21,RM_06,Online,98,891.4,8996.5,10307.7,8.3
2025-05-21,RM_07,DaNang,132,260.7,8307.7,12826.7,16.0
2025-05-21,RM_08,HCM_Center,54,886.6,2624.6,34120.0,11.1
2025-05-21,RM_09,HaiPhong,55,303.9,1231.9,19325.5,9.4
2025-05-21,RM_10,DaNang,191,371.4,4531.4,15449.7,4.2
2025-05-21,RM_11,DaNang,166,676.7,2777.0,39941.3,13.2
2025-05-21,RM_12,HCM_Center,89,522.6,5587.4,30640.7,4.3
2025-05-21,RM_13,HaiPhong,202,482.4,6432.9,17296.6,6.3
2025-05-21,RM_14,HN_HeadOffice,58,526.6,3090.6,38331.8,6.8
2025-05-21,RM_15,CanTho,95,702.5,805.5,30233.4,15.0
2025-05-21,RM_16,Online,104,779.1,8544.8,26783.8,13.3
2025-05-21,RM_17,CanTho,111,523.3,8582.7,16538.4,13.5
2025-05-21,RM_18,DaNang,210,411.8,1823.3,43679.0,17.1
2025-05-21,RM_19,DaNang,38,558.6,7336.0,39013.2,7.6
2025-05-21,RM_20,HCM_Center,125,322.4,3486.9,15475.7,7.9
2025-05-21,RM_21,HN_HeadOffice,186,544.8,7450.4,24948.6,13.7
2025-05-21,RM_22,CanTho,85,184.5,2282.5,3116.4,7.6
2025-05-21,RM_23,Online,189,476.1,6446.2,46074.0,13.3
2025-05-21,RM_24,CanTho,146,632.8,925.9,10807.2,14.6
2025-05-21,RM_25,HCM_Center,129,596.5,1452.7,6900.2,11.9
2025-05-21,RM_26,DaNang,172,349.6,3747.3,25669.7,16.8
2025-05-21,RM_27,HN_HeadOffice,205,80.5,791.7,39084.4,15.1
2025-05-21,RM_28,DaNang,187,229.5,1373.8,14596.7,17.1
2025-05-21,RM_29,HCM_Center,64,220.1,4009.6,30868.2,14.3
2025-05-21,RM_30,Online,120,394.2,7115.1,19023.9,8.9
2025-05-28,RM_01,DaNang,91,655.5,7397.1,44109.8,11.8
2025-05-28,RM_02,HaiPhong,73,317.0,1651.0,48352.1,15.8
2025-05-28,RM_03,HaiPhong,44,106.5,6821.4,37150.4,6.0
2025-05-28,RM_04,HCM_Center,71,424.5,3826.8,41280.3,5.7
2025-05-28,RM_05,HN_HeadOffice,104,557.1,5839.8,49845.4,16.8
2025-05-28,RM_06,DaNang,123,679.3,8683.4,39684.4,3.3
2025-05-28,RM_07,CanTho,168,399.4,3506.9,16446.7,7.1
2025-05-28,RM_08,HaiPhong,170,761.1,7307.0,28150.1,8.0
2025-05-28,RM_09,HaiPhong,194,291.8,4555.7,18202.9,16.9
2025-05-28,RM_10,HaiPhong,48,766.9,6148.8,44998.5,7.9
2025-05-28,RM_11,HN_HeadOffice,33,600.1,8902.3,31115.7,5.9
2025-05-28,RM_12,HN_HeadOffice,78,577.3,5924.7,26069.5,15.3
2025-05-28,RM_13,DaNang,104,504.9,2480.6,7027.4,5.5
2025-05-28,RM_14,HCM_Center,122,295.2,1543.2,17980.6,6.6
2025-05-28,RM_15,HN_HeadOffice,78,316.2,706.9,33363.4,8.0
2025-05-28,RM_16,HCM_Center,117,293.6,5347.9,30770.4,14.2
2025-05-28,RM_17,HN_HeadOffice,159,559.6,6498.2,22883.1,16.2
2025-05-28,RM_18,DaNang,194,726.4,8149.7,11572.5,4.7
2025-05-28,RM_19,HCM_Center,45,133.0,3325.5,14672.3,8.4
2025-05-28,RM_20,CanTho,188,847.5,1256.1,11365.0,12.0
2025-05-28,RM_21,HN_HeadOffice,179,587.2,1299.3,27049.7,7.9
2025-05-28,RM_22,HN_HeadOffice,94,121.8,6456.9,38075.3,11.3
2025-05-28,RM_23,Online,59,703.5,6622.6,4354.9,9.0
2025-05-28,RM_24,Online,130,563.9,7000.6,39029.8,14.9
2025-05-28,RM_25,Online,115,683.4,2397.7,45763.2,16.5
2025-05-28,RM_26,HN_HeadOffice,208,678.8,4706.6,34974.9,16.8
2025-05-28,RM_27,DaNang,147,401.4,7422.8,47715.2,15.1
2025-05-28,RM_28,HaiPhong,31,313.9,8736.4,37858.3,5.4
2025-05-28,RM_29,Online,92,128.4,1896.9,17191.8,13.7
2025-05-28,RM_30,Online,77,504.6,5175.2,19287.9,3.0
2025-06-04,RM_01,CanTho,95,279.9,537.5,25016.0,4.6
2025-06-04,RM_02,DaNang,126,657.2,7026.4,31932.6,15.3
2025-06-04,RM_03,HaiPhong,86,672.2,5437.2,8010.2,16.4
2025-06-04,RM_04,HaiPhong,73,304.4,970.9,20183.8,11.5
2025-06-04,RM_05,Online,202,823.2,7734.6,6992.9,3.7
2025-06-04,RM_06,HCM_Center,206,359.1,3417.7,20425.8,6.7
2025-06-04,RM_07,DaNang,203,369.6,1378.4,17006.1,13.3
2025-06-04,RM_08,HCM_Center,154,632.3,1522.4,43742.8,11.0
2025-06-04,RM_09,DaNang,89,697.3,1271.5,45931.6,14.1
2025-06-04,RM_10,HaiPhong,108,445.6,6656.2,21152.1,14.7
2025-06-04,RM_11,Online,57,288.1,5476.5,47016.5,6.4
2025-06-04,RM_12,HN_HeadOffice,108,870.8,1637.2,38411.1,13.5
2025-06-04,RM_13,HN_HeadOffice,90,215.5,2472.9,32108.6,9.7
2025-06-04,RM_14,HCM_Center,103,896.8,8611.6,11561.6,6.2
2025-06-04,RM_15,CanTho,139,644.8,3303.3,34694.5,9.7
2025-06-04,RM_16,HCM_Center,116,245.5,543.1,34461.1,17.6
2025-06-04,RM_17,CanTho,154,589.2,2899.5,40161.2,7.0
2025-06-04,RM_18,HaiPhong,99,140.4,3184.7,27126.9,3.9
2025-06-04,RM_19,CanTho,128,711.4,1354.3,47554.1,17.5
2025-06-04,RM_20,HN_HeadOffice,149,426.2,6662.6,26333.6,9.0
2025-06-04,RM_21,CanTho,125,178.2,1863.5,5227.6,12.5
2025-06-04,RM_22,CanTho,54,775.6,4462.4,47115.2,3.7
2025-06-04,RM_23,Online,160,892.0,3570.1,35819.3,5.8
2025-06-04,RM_24,HaiPhong,196,520.2,4327.5,7026.8,9.5
2025-06-04,RM_25,Online,103,847.3,5837.8,34570.1,15.9
2025-06-04,RM_26,Online,165,378.8,3732.3,4329.9,4.7
2025-06-04,RM_27,HCM_Center,79,362.2,6217.4,34944.9,4.9
2025-06-04,RM_28,CanTho,46,740.2,6799.7,47221.4,11.5
2025-06-04,RM_29,CanTho,133,692.2,3408.8,37294.8,5.7
2025-06-04,RM_30,CanTho,174,578.4,7509.3,8946.4,11.9
2025-06-11,RM_01,Online,168,716.9,6616.5,46391.8,11.8
2025-06-11,RM_02,HN_HeadOffice,80,318.7,8895.7,46058.7,14.3
2025-06-11,RM_03,HCM_Center,46,546.5,2557.6,30448.8,15.9
2025-06-11,RM_04,DaNang,38,561.1,755.5,19368.9,14.5
2025-06-11,RM_05,HN_HeadOffice,38,168.2,6399.3,33134.7,7.3
2025-06-11,RM_06,HaiPhong,139,599.2,2165.0,11863.4,4.9
2025-06-11,RM_07,HN_HeadOffice,204,498.2,4539.5,23829.5,3.4
2025-06-11,RM_08,CanTho,184,162.9,1923.6,6379.5,7.8
2025-06-11,RM_09,HCM_Center,159,592.3,5585.5,20409.9,13.7
2025-06-11,RM_10,HCM_Center,65,155.1,4280.6,6022.4,12.0
2025-06-11,RM_11,HCM_Center,137,242.9,1462.9,6289.7,10.0
2025-06-11,RM_12,HN_HeadOffice,47,179.9,3739.8,36674.3,17.0
2025-06-11,RM_13,CanTho,109,160.9,6384.4,24381.8,10.5
2025-06-11,RM_14,HCM_Center,186,765.6,1533.1,36987.9,15.2
2025-06-11,RM_15,HN_HeadOffice,142,108.4,2061.5,40635.3,10.5
2025-06-11,RM_16,HN_HeadOffice,147,868.9,997.2,13299.3,7.1
2025-06-11,RM_17,HaiPhong,96,304.5,3021.7,19146.6,15.4
2025-06-11,RM_18,DaNang,211,312.2,6710.7,14964.0,8.2
2025-06-11,RM_19,HN_HeadOffice,94,550.3,7232.1,35745.9,17.1
2025-06-11,RM_20,HN_HeadOffice,144,349.3,2480.5,3505.4,17.4
2025-06-11,RM_21,DaNang,212,747.6,7661.5,8753.2,9.5
2025-06-11,RM_22,HN_HeadOffice,196,532.7,8674.6,8866.1,8.3
2025-06-11,RM_23,HN_HeadOffice,172,475.8,8286.3,20517.1,4.9
2025-06-11,RM_24,HaiPhong,159,877.6,2754.0,16164.4,13.6
2025-06-11,RM_25,CanTho,125,838.6,1650.0,13966.7,5.2
2025-06-11,RM_26,HN_HeadOffice,60,475.1,7749.9,7456.1,6.8
2025-06-11,RM_27,Online,54,714.6,8208.0,40623.9,13.9
2025-06-11,RM_28,HaiPhong,108,446.1,2446.6,29107.1,15.1
2025-06-11,RM_29,HCM_Center,211,449.9,5650.3,20076.1,8.0
2025-06-11,RM_30,HaiPhong,186,867.6,4754.8,23949.7,10.4
2025-06-18,RM_01,HN_HeadOffice,159,707.3,8618.2,44026.0,15.4
2025-06-18,RM_02,DaNang,142,249.0,8946.2,28908.6,14.2
2025-06-18,RM_03,HaiPhong,68,129.6,8620.1,44975.7,4.8
2025-06-18,RM_04,Online,112,517.4,5713.7,38721.1,3.7
2025-06-18,RM_05,HN_HeadOffice,122,256.7,7434.1,18460.8,8.7
2025-06-18,RM_06,CanTho,119,368.7,2660.7,26567.7,7.0
2025-06-18,RM_07,HCM_Center,30,431.7,3066.8,14734.5,13.2
2025-06-18,RM_08,HN_HeadOffice,120,489.0,8860.2,33375.7,16.8
2025-06-18,RM_09,HCM_Center,167,597.8,4709.7,27613.6,11.9
