date,product,revenue_mil_vnd,cost_mil_vnd,profit_mil_vnd
2025-04-13,Bond/Fund Distribution,343.2,126.3,217.0
2025-04-14,Equity Brokerage,1312.0,808.3,503.7
2025-04-14,Margin Lending,1049.5,638.4,411.2
2025-04-14,Derivatives,333.0,111.0,221.9
2025-04-14,Advisory,178.4,68.6,109.8
2025-04-14,Bond/Fund Distribution,153.9,56.6,97.3
2025-04-15,Equity Brokerage,1213.9,490.2,723.7
2025-04-15,Margin Lending,881.7,389.1,492.5
2025-04-15,Derivatives,390.3,192.5,197.7
2025-04-15,Advisory,116.7,60.5,56.2
2025-04-15,Bond/Fund Distribution,88.4,41.7,46.7
2025-04-16,Equity Brokerage,1311.7,686.8,624.9
2025-04-16,Margin Lending,1097.2,628.0,469.2
2025-04-16,Derivatives,505.6,154.2,351.4
2025-04-16,Advisory,72.9,34.5,38.4
2025-04-16,Bond/Fund Distribution,203.3,116.5,86.9
2025-04-17,Equity Brokerage,1055.9,496.6,559.3
2025-04-17,Margin Lending,886.3,512.9,373.4
2025-04-17,Derivatives,331.7,199.4,132.3
2025-04-17,Advisory,192.1,69.5,122.6
2025-04-17,Bond/Fund Distribution,274.1,110.5,163.6
2025-04-18,Equity Brokerage,1206.4,567.1,639.3
2025-04-18,Margin Lending,992.3,576.6,415.7
2025-04-18,Derivatives,375.0,117.2,257.8
2025-04-18,Advisory,159.3,58.5,100.8
2025-04-18,Bond/Fund Distribution,288.7,132.1,156.6
2025-04-19,Equity Brokerage,1228.9,473.4,755.5
2025-04-19,Margin Lending,828.9,308.3,520.6
2025-04-19,Derivatives,256.4,96.3,160.1
2025-04-19,Advisory,190.4,75.7,114.6
2025-04-19,Bond/Fund Distribution,228.0,105.3,122.7
2025-04-20,Equity Brokerage,1307.3,582.3,724.9
2025-04-20,Margin Lending,970.7,566.9,403.9
2025-04-20,Derivatives,486.5,288.6,197.9
2025-04-20,Advisory,111.4,65.9,45.5
2025-04-20,Bond/Fund Distribution,274.6,149.9,124.6
2025-04-21,Equity Brokerage,1177.6,482.9,694.7
2025-04-21,Margin Lending,957.7,566.9,390.8
2025-04-21,Derivatives,311.7,184.8,126.9
2025-04-21,Advisory,272.2,145.4,126.8
2025-04-21,Bond/Fund Distribution,268.5,100.0,168.5
2025-04-22,Equity Brokerage,1083.3,395.0,688.3
2025-04-22,Margin Lending,982.0,463.7,518.3
2025-04-22,Derivatives,398.9,195.1,203.7
2025-04-22,Advisory,162.7,68.0,94.7
2025-04-22,Bond/Fund Distribution,241.9,146.8,95.1
2025-04-23,Equity Brokerage,1165.7,425.4,740.3
2025-04-23,Margin Lending,919.6,532.3,387.3
2025-04-23,Derivatives,324.1,168.9,155.2
2025-04-23,Advisory,202.4,75.3,127.1
2025-04-23,Bond/Fund Distribution,199.1,63.2,135.9
2025-04-24,Equity Brokerage,1185.9,495.5,690.3
2025-04-24,Margin Lending,966.3,557.3,409.0
2025-04-24,Derivatives,377.1,222.3,154.8
2025-04-24,Advisory,143.4,56.3,87.0
2025-04-24,Bond/Fund Distribution,269.9,113.4,156.5
2025-04-25,Equity Brokerage,1172.7,564.7,608.0
2025-04-25,Margin Lending,967.7,309.6,658.0
2025-04-25,Derivatives,352.7,99.6,253.1
2025-04-25,Advisory,279.5,125.8,153.7
2025-04-25,Bond/Fund Distribution,218.0,88.5,129.5
2025-04-26,Equity Brokerage,1128.0,468.5,659.5
2025-04-26,Margin Lending,875.1,492.0,383.1
2025-04-26,Derivatives,452.5,270.4,182.1
2025-04-26,Advisory,155.6,72.2,83.5
2025-04-26,Bond/Fund Distribution,35.0,14.0,21.0
2025-04-27,Equity Brokerage,1298.4,618.9,679.4
2025-04-27,Margin Lending,814.8,350.7,464.1
2025-04-27,Derivatives,412.9,198.6,214.4
2025-04-27,Advisory,114.0,54.5,59.5
2025-04-27,Bond/Fund Distribution,199.3,91.4,107.9
2025-04-28,Equity Brokerage,1210.8,343.5,867.2
2025-04-28,Margin Lending,940.8,351.7,589.1
2025-04-28,Derivatives,298.3,124.9,173.4
2025-04-28,Advisory,140.3,77.1,63.2
2025-04-28,Bond/Fund Distribution,373.8,200.5,173.3
2025-04-29,Equity Brokerage,1247.1,582.5,664.5
2025-04-29,Margin Lending,950.9,581.3,369.6
2025-04-29,Derivatives,337.6,141.4,196.2
2025-04-29,Advisory,20.0,10.0,10.0
2025-04-29,Bond/Fund Distribution,227.0,85.1,141.9
2025-04-30,Equity Brokerage,1208.6,578.5,630.0
2025-04-30,Margin Lending,1021.2,439.9,581.3
2025-04-30,Derivatives,420.7,191.3,229.4
2025-04-30,Advisory,48.4,23.9,24.5
2025-04-30,Bond/Fund Distribution,138.2,75.3,62.9
2025-05-01,Equity Brokerage,1153.4,633.1,520.3
2025-05-01,Margin Lending,1014.1,505.4,508.7
2025-05-01,Derivatives,153.6,49.7,103.9
2025-05-01,Advisory,162.7,100.8,61.8
2025-05-01,Bond/Fund Distribution,206.1,122.4,83.6
2025-05-02,Equity Brokerage,1420.4,423.8,996.6
2025-05-02,Margin Lending,812.4,327.3,485.0
2025-05-02,Derivatives,287.5,129.8,157.7
2025-05-02,Advisory,70.3,40.4,30.0
2025-05-02,Bond/Fund Distribution,156.8,59.8,97.0
2025-05-03,Equity Brokerage,1207.8,742.7,465.0
2025-05-03,Margin Lending,1031.2,498.4,532.8
2025-05-03,Derivatives,382.2,148.8,233.3
2025-05-03,Advisory,224.0,122.1,101.9
2025-05-03,Bond/Fund Distribution,203.2,60.2,143.0
2025-05-04,Equity Brokerage,1295.9,439.3,856.6
2025-05-04,Margin Lending,913.1,295.6,617.5
2025-05-04,Derivatives,275.8,80.7,195.1
2025-05-04,Advisory,139.6,47.9,91.7
2025-05-04,Bond/Fund Distribution,199.3,66.1,133.2
2025-05-05,Equity Brokerage,1226.5,478.8,747.7
2025-05-05,Margin Lending,982.7,535.5,447.2
2025-05-05,Derivatives,441.8,218.2,223.6
2025-05-05,Advisory,184.6,67.3,117.2
2025-05-05,Bond/Fund Distribution,371.7,156.8,215.0
2025-05-06,Equity Brokerage,1133.1,618.8,514.3
2025-05-06,Margin Lending,947.4,373.1,574.3
2025-05-06,Derivatives,591.2,246.9,344.3
2025-05-06,Advisory,190.6,94.7,96.0
2025-05-06,Bond/Fund Distribution,348.1,194.3,153.8
2025-05-07,Equity Brokerage,1155.5,502.9,652.6
2025-05-07,Margin Lending,902.9,433.5,469.4
2025-05-07,Derivatives,466.9,170.4,296.5
2025-05-07,Advisory,42.3,13.0,29.3
2025-05-07,Bond/Fund Distribution,165.6,61.0,104.6
2025-05-08,Equity Brokerage,1207.1,611.6,595.5
2025-05-08,Margin Lending,891.0,532.1,358.9
2025-05-08,Derivatives,316.7,110.0,206.7
2025-05-08,Advisory,145.5,44.8,100.7
2025-05-08,Bond/Fund Distribution,348.5,156.5,192.0
2025-05-09,Equity Brokerage,1211.6,633.1,578.5
2025-05-09,Margin Lending,820.0,384.4,435.5
2025-05-09,Derivatives,270.7,91.6,179.1
2025-05-09,Advisory,317.1,180.5,136.6
2025-05-09,Bond/Fund Distribution,362.4,147.2,215.2
2025-05-10,Equity Brokerage,1151.5,588.8,562.7
2025-05-10,Margin Lending,937.5,463.1,474.4
2025-05-10,Derivatives,311.9,122.3,189.6
2025-05-10,Advisory,283.8,80.9,202.8
2025-05-10,Bond/Fund Distribution,271.9,104.8,167.1
2025-05-11,Equity Brokerage,1231.6,642.0,589.5
2025-05-11,Margin Lending,1091.2,398.0,693.2
2025-05-11,Derivatives,367.1,195.4,171.7
2025-05-11,Advisory,52.1,22.4,29.7
2025-05-11,Bond/Fund Distribution,361.8,147.6,214.2
2025-05-12,Equity Brokerage,1109.2,625.0,484.2
2025-05-12,Margin Lending,931.0,459.1,471.9
2025-05-12,Derivatives,490.1,236.4,253.8
2025-05-12,Advisory,20.0,10.0,10.0
2025-05-12,Bond/Fund Distribution,128.0,43.3,84.7
2025-05-13,Equity Brokerage,1111.5,405.1,706.4
2025-05-13,Margin Lending,1025.8,632.7,393.1
2025-05-13,Derivatives,330.3,124.8,205.5
2025-05-13,Advisory,96.7,36.3,60.4
2025-05-13,Bond/Fund Distribution,469.5,198.6,270.9
2025-05-14,Equity Brokerage,1122.6,432.3,690.4
2025-05-14,Margin Lending,1006.7,549.2,457.5
2025-05-14,Derivatives,358.2,222.0,136.3
2025-05-14,Advisory,163.4,62.5,100.8
2025-05-14,Bond/Fund Distribution,92.6,29.6,63.1
2025-05-15,Equity Brokerage,1137.1,355.1,782.0
2025-05-15,Margin Lending,1027.7,402.1,625.7
2025-05-15,Derivatives,321.9,192.9,129.0
2025-05-15,Advisory,20.0,10.0,10.0
2025-05-15,Bond/Fund Distribution,312.7,146.7,166.0
2025-05-16,Equity Brokerage,1177.2,622.2,555.0
2025-05-16,Margin Lending,882.6,270.9,611.7
2025-05-16,Derivatives,378.1,168.9,209.2
2025-05-16,Advisory,91.3,50.9,40.4
2025-05-16,Bond/Fund Distribution,184.4,110.0,74.4
2025-05-17,Equity Brokerage,1184.6,584.2,600.4
2025-05-17,Margin Lending,737.4,316.7,420.7
2025-05-17,Derivatives,406.5,183.4,223.1
2025-05-17,Advisory,151.4,42.4,109.0
2025-05-17,Bond/Fund Distribution,293.2,93.2,200.0
2025-05-18,Equity Brokerage,1203.3,684.7,518.6
2025-05-18,Margin Lending,925.4,559.4,366.1
2025-05-18,Derivatives,394.7,162.1,232.7
2025-05-18,Advisory,79.0,25.4,53.7
2025-05-18,Bond/Fund Distribution,335.9,148.3,187.6
2025-05-19,Equity Brokerage,1282.1,633.3,648.8
2025-05-19,Margin Lending,1040.1,536.3,503.8
2025-05-19,Derivatives,464.4,251.9,212.5
2025-05-19,Advisory,126.7,65.8,60.9
2025-05-19,Bond/Fund Distribution,176.6,64.3,112.3
2025-05-20,Equity Brokerage,1332.3,479.9,852.4
2025-05-20,Margin Lending,1016.6,593.1,423.5
2025-05-20,Derivatives,504.1,158.7,345.4
2025-05-20,Advisory,249.2,91.4,157.8
2025-05-20,Bond/Fund Distribution,236.5,77.6,158.9
2025-05-21,Equity Brokerage,1031.8,417.4,614.3
2025-05-21,Margin Lending,1003.1,305.1,698.0
2025-05-21,Derivatives,396.9,126.0,270.8
2025-05-21,Advisory,229.3,122.4,106.9
2025-05-21,Bond/Fund Distribution,251.5,97.5,154.1
2025-05-22,Equity Brokerage,1254.2,550.4,703.8
2025-05-22,Margin Lending,931.8,508.9,422.9
2025-05-22,Derivatives,364.1,155.9,208.2
2025-05-22,Advisory,228.5,122.1,106.4
2025-05-22,Bond/Fund Distribution,241.0,89.8,151.2
2025-05-23,Equity Brokerage,1206.6,401.8,804.8
2025-05-23,Margin Lending,896.3,340.8,555.5
2025-05-23,Derivatives,448.9,213.4,235.6
2025-05-23,Advisory,144.6,50.3,94.2
2025-05-23,Bond/Fund Distribution,145.4,57.2,88.2
2025-05-24,Equity Brokerage,1244.2,659.1,585.0
2025-05-24,Margin Lending,1009.3,434.4,574.9
2025-05-24,Derivatives,386.9,233.2,153.7
2025-05-24,Advisory,169.3,85.9,83.5
2025-05-24,Bond/Fund Distribution,221.3,135.1,86.2
2025-05-25,Equity Brokerage,1280.5,776.2,504.2
2025-05-25,Margin Lending,903.1,448.4,454.7
2025-05-25,Derivatives,422.8,152.4,270.4
2025-05-25,Advisory,217.4,72.0,145.4
2025-05-25,Bond/Fund Distribution,416.9,233.4,183.5
2025-05-26,Equity Brokerage,1127.2,577.6,549.5
2025-05-26,Margin Lending,990.1,607.5,382.6
2025-05-26,Derivatives,353.7,147.9,205.8
2025-05-26,Advisory,208.5,114.0,94.5
2025-05-26,Bond/Fund Distribution,368.5,167.7,200.8
2025-05-27,Equity Brokerage,1271.8,554.0,717.8
2025-05-27,Margin Lending,880.6,532.1,348.6
2025-05-27,Derivatives,303.7,169.7,134.0
2025-05-27,Advisory,57.1,23.4,33.7
2025-05-27,Bond/Fund Distribution,283.1,154.6,128.5
2025-05-28,Equity Brokerage,1244.0,685.6,558.4
2025-05-28,Margin Lending,939.0,293.6,645.4
2025-05-28,Derivatives,327.3,158.4,168.9
2025-05-28,Advisory,152.0,91.7,60.3
2025-05-28,Bond/Fund Distribution,212.0,113.2,98.8
2025-05-29,Equity Brokerage,1258.1,368.5,889.6
2025-05-29,Margin Lending,997.4,371.2,626.2
2025-05-29,Derivatives,231.5,132.2,99.3
2025-05-29,Advisory,173.5,57.9,115.6
2025-05-29,Bond/Fund Distribution,243.6,131.0,112.6
2025-05-30,Equity Brokerage,1334.0,699.2,634.8
2025-05-30,Margin Lending,965.6,350.9,614.7
2025-05-30,Derivatives,297.4,140.4,157.1
2025-05-30,Advisory,102.5,45.8,56.7
2025-05-30,Bond/Fund Distribution,214.2,115.1,99.1
2025-05-31,Equity Brokerage,1112.8,612.6,500.2
2025-05-31,Margin Lending,885.4,450.6,434.9
2025-05-31,Derivatives,298.3,158.6,139.7
2025-05-31,Advisory,183.9,90.0,94.0
2025-05-31,Bond/Fund Distribution,233.4,127.4,106.0
2025-06-01,Equity Brokerage,1145.1,666.0,479.1
2025-06-01,Margin Lending,896.2,461.5,434.7
2025-06-01,Derivatives,468.3,133.8,334.5
2025-06-01,Advisory,226.5,104.8,121.7
2025-06-01,Bond/Fund Distribution,261.9,125.7,136.2
2025-06-02,Equity Brokerage,1254.3,385.3,869.1
2025-06-02,Margin Lending,858.7,280.6,578.1
2025-06-02,Derivatives,473.8,156.4,317.4
2025-06-02,Advisory,20.0,10.0,10.0
2025-06-02,Bond/Fund Distribution,291.5,91.4,200.0
2025-06-03,Equity Brokerage,1087.4,398.1,689.3
2025-06-03,Margin Lending,1011.0,287.3,723.7
2025-06-03,Derivatives,307.0,164.1,142.9
2025-06-03,Advisory,300.3,123.0,177.3
2025-06-03,Bond/Fund Distribution,403.4,196.8,206.6
2025-06-04,Equity Brokerage,1288.3,641.4,646.9
2025-06-04,Margin Lending,972.7,469.3,503.4
2025-06-04,Derivatives,382.1,120.8,261.4
2025-06-04,Advisory,45.2,13.0,32.2
2025-06-04,Bond/Fund Distribution,115.7,40.0,75.7
2025-06-05,Equity Brokerage,1084.4,309.5,774.9
2025-06-05,Margin Lending,1018.4,488.2,530.2
2025-06-05,Derivatives,544.4,317.7,226.7
2025-06-05,Advisory,107.7,49.1,58.6
2025-06-05,Bond/Fund Distribution,304.8,121.9,182.9
2025-06-06,Equity Brokerage,1132.9,695.5,437.3
2025-06-06,Margin Lending,1104.5,469.2,635.3
2025-06-06,Derivatives,189.3,81.7,107.6
2025-06-06,Advisory,183.8,65.6,118.3
2025-06-06,Bond/Fund Distribution,386.1,231.2,154.8
2025-06-07,Equity Brokerage,1147.7,345.7,802.0
2025-06-07,Margin Lending,978.3,379.3,599.0
2025-06-07,Derivatives,217.5,84.4,133.1
2025-06-07,Advisory,112.5,66.2,46.3
2025-06-07,Bond/Fund Distribution,234.2,93.4,140.8
2025-06-08,Equity Brokerage,1321.1,806.8,514.3
2025-06-08,Margin Lending,1075.6,491.7,583.8
2025-06-08,Derivatives,287.1,133.7,153.4
2025-06-08,Advisory,264.0,162.1,102.0
2025-06-08,Bond/Fund Distribution,228.1,133.5,94.6
2025-06-09,Equity Brokerage,1241.6,717.1,524.4
2025-06-09,Margin Lending,930.7,385.9,544.7
2025-06-09,Derivatives,389.1,115.1,274.0
2025-06-09,Advisory,205.1,95.4,109.7
2025-06-09,Bond/Fund Distribution,252.5,86.8,165.7
2025-06-10,Equity Brokerage,1174.0,487.1,686.8
2025-06-10,Margin Lending,965.3,499.3,466.0
2025-06-10,Derivatives,366.8,206.3,160.5
2025-06-10,Advisory,79.4,31.7,47.7
2025-06-10,Bond/Fund Distribution,315.6,99.4,216.2
2025-06-11,Equity Brokerage,1282.8,664.1,618.7
2025-06-11,Margin Lending,792.3,284.6,507.7
2025-06-11,Derivatives,415.8,232.4,183.4
2025-06-11,Advisory,154.1,59.5,94.7
2025-06-11,Bond/Fund Distribution,120.5,59.0,61.4
2025-06-12,Equity Brokerage,1138.9,471.0,667.9
2025-06-12,Margin Lending,825.2,478.2,347.0
2025-06-12,Derivatives,395.9,155.8,240.1
2025-06-12,Advisory,210.3,129.3,81.0
2025-06-12,Bond/Fund Distribution,271.8,136.2,135.7
2025-06-13,Equity Brokerage,1131.5,465.6,665.9
2025-06-13,Margin Lending,952.9,354.4,598.5
2025-06-13,Derivatives,533.2,228.7,304.5
2025-06-13,Advisory,329.8,120.6,209.2
2025-06-13,Bond/Fund Distribution,57.5,29.2,28.3
2025-06-14,Equity Brokerage,1185.0,511.5,673.5
2025-06-14,Margin Lending,979.6,373.1,606.4
2025-06-14,Derivatives,448.4,192.3,256.1
2025-06-14,Advisory,186.1,80.5,105.6
2025-06-14,Bond/Fund Distribution,102.0,46.9,55.2
2025-06-15,Equity Brokerage,1156.3,693.0,463.3
2025-06-15,Margin Lending,1044.2,471.4,572.8
2025-06-15,Derivatives,471.3,134.1,337.2
2025-06-15,Advisory,166.1,74.2,91.8
2025-06-15,Bond/Fund Distribution,170.3,105.1,65.1
2025-06-16,Equity Brokerage,1215.6,480.2,735.4
2025-06-16,Margin Lending,917.2,322.4,594.9
2025-06-16,Derivatives,479.1,184.9,294.2
2025-06-16,Advisory,202.1,116.3,85.7
2025-06-16,Bond/Fund Distribution,300.0,116.0,184.0
2025-06-17,Equity Brokerage,1040.6,428.7,611.8
2025-06-17,Margin Lending,994.2,381.5,612.7
2025-06-17,Derivatives,287.7,115.3,172.4
2025-06-17,Advisory,166.7,73.7,92.9
2025-06-17,Bond/Fund Distribution,338.4,125.8,212.7
2025-06-18,Equity Brokerage,1087.8,370.8,716.9
2025-06-18,Margin Lending,995.4,612.3,383.1
2025-06-18,Derivatives,371.4,111.9,259.4
2025-06-18,Advisory,103.4,47.6,55.8
2025-06-18,Bond/Fund Distribution,304.5,116.5,188.0
2025-06-19,Equity Brokerage,1113.2,640.6,472.6
2025-06-19,Margin Lending,882.1,426.9,455.2
2025-06-19,Derivatives,248.7,144.0,104.7
2025-06-19,Advisory,160.4,49.7,110.7
2025-06-19,Bond/Fund Distribution,255.1,112.6,142.5
2025-06-20,Equity Brokerage,1305.7,652.9,652.9
2025-06-20,Margin Lending,917.3,368.3,549.0
2025-06-20,Derivatives,553.7,319.5,234.2
2025-06-20,Advisory,89.8,39.3,50.5
2025-06-20,Bond/Fund Distribution,222.9,85.3,137.7
2025-06-21,Equity Brokerage,1165.0,648.6,516.3
2025-06-21,Margin Lending,828.3,265.6,562.7
2025-06-21,Derivatives,368.1,195.5,172.5
2025-06-21,Advisory,43.0,24.5,18.5
2025-06-21,Bond/Fund Distribution,240.3,146.3,94.0
2025-06-22,Equity Brokerage,1077.3,489.9,587.3
2025-06-22,Margin Lending,954.1,414.9,539.3
2025-06-22,Derivatives,344.0,111.2,232.8
2025-06-22,Advisory,329.2,145.2,184.0
2025-06-22,Bond/Fund Distribution,237.6,146.0,91.6
2025-06-23,Equity Brokerage,1214.7,399.6,815.2
2025-06-23,Margin Lending,830.7,317.7,513.0
2025-06-23,Derivatives,452.6,270.8,181.8
2025-06-23,Advisory,22.1,12.0,10.1
2025-06-23,Bond/Fund Distribution,336.7,105.1,231.6
2025-06-24,Equity Brokerage,1156.7,603.8,552.9
2025-06-24,Margin Lending,841.2,348.3,492.9
2025-06-24,Derivatives,440.1,191.6,248.5
2025-06-24,Advisory,59.5,21.9,37.6
2025-06-24,Bond/Fund Distribution,272.0,105.4,166.6
2025-06-25,Equity Brokerage,1163.0,369.0,794.0
2025-06-25,Margin Lending,911.8,338.5,573.3
2025-06-25,Derivatives,345.6,200.5,145.1
2025-06-25,Advisory,20.0,10.0,10.0
2025-06-25,Bond/Fund Distribution,262.7,118.3,144.3
2025-06-26,Equity Brokerage,1233.8,694.6,539.2
2025-06-26,Margin Lending,792.4,322.4,469.9
2025-06-26,Derivatives,437.9,142.6,295.3
2025-06-26,Advisory,94.0,43.1,50.9
2025-06-26,Bond/Fund Distribution,302.2,160.8,141.4
2025-06-27,Equity Brokerage,1145.4,612.9,532.5
2025-06-27,Margin Lending,893.7,331.2,562.5
2025-06-27,Derivatives,385.2,180.9,204.3
2025-06-27,Advisory,89.7,25.3,64.4
2025-06-27,Bond/Fund Distribution,27.2,16.6,10.6
2025-06-28,Equity Brokerage,1288.8,462.2,826.6
2025-06-28,Margin Lending,957.8,349.2,608.6
2025-06-28,Derivatives,347.9,203.3,144.6
2025-06-28,Advisory,53.2,21.0,32.2
2025-06-28,Bond/Fund Distribution,281.9,89.0,192.8
2025-06-29,Equity Brokerage,1070.8,454.9,615.8
2025-06-29,Margin Lending,977.4,441.8,535.6
2025-06-29,Derivatives,333.0,196.8,136.2
2025-06-29,Advisory,160.4,73.3,87.0
2025-06-29,Bond/Fund Distribution,157.1,75.5,81.6
2025-06-30,Equity Brokerage,1223.8,399.0,824.7
2025-06-30,Margin Lending,1006.2,506.4,499.8
2025-06-30,Derivatives,489.3,277.6,211.7
2025-06-30,Advisory,167.6,100.0,67.6
2025-06-30,Bond/Fund Distribution,313.6,127.8,185.8
2025-07-01,Equity Brokerage,1240.7,588.9,651.8
2025-07-01,Margin Lending,998.4,382.9,615.6
2025-07-01,Derivatives,409.0,115.7,293.3
2025-07-01,Advisory,125.1,64.7,60.4
2025-07-01,Bond/Fund Distribution,319.9,144.5,175.4
2025-07-02,Equity Brokerage,1168.1,623.4,544.6
2025-07-02,Margin Lending,750.6,352.5,398.2
2025-07-02,Derivatives,401.1,243.5,157.5
2025-07-02,Advisory,214.7,85.7,129.1
2025-07-02,Bond/Fund Distribution,139.7,47.0,92.6
2025-07-03,Equity Brokerage,1076.8,582.4,494.5
2025-07-03,Margin Lending,1017.0,512.3,504.7
2025-07-03,Derivatives,296.7,125.9,170.8
2025-07-03,Advisory,219.7,61.5,158.2
2025-07-03,Bond/Fund Distribution,173.4,102.2,71.2
2025-07-04,Equity Brokerage,1190.3,402.7,787.6
2025-07-04,Margin Lending,740.3,313.7,426.6
2025-07-04,Derivatives,354.3,118.5,235.8
2025-07-04,Advisory,45.9,25.2,20.7
2025-07-04,Bond/Fund Distribution,270.3,122.4,147.9
2025-07-05,Equity Brokerage,1198.0,688.8,509.2
2025-07-05,Margin Lending,1000.9,399.4,601.5
2025-07-05,Derivatives,417.2,213.7,203.6
2025-07-05,Advisory,180.7,94.2,86.5
2025-07-05,Bond/Fund Distribution,266.6,123.4,143.1
2025-07-06,Equity Brokerage,1209.8,393.9,815.9
2025-07-06,Margin Lending,771.9,472.1,299.8
2025-07-06,Derivatives,399.9,135.5,264.4
2025-07-06,Advisory,191.3,76.9,114.4
2025-07-06,Bond/Fund Distribution,275.7,163.5,112.3
2025-07-07,Equity Brokerage,1183.8,379.2,804.5
2025-07-07,Margin Lending,1009.8,597.7,412.1
2025-07-07,Derivatives,373.5,140.2,233.3
2025-07-07,Advisory,251.1,106.8,144.3
2025-07-07,Bond/Fund Distribution,205.7,99.5,106.2
2025-07-08,Equity Brokerage,1224.8,677.1,547.7
2025-07-08,Margin Lending,1078.8,659.9,418.9
2025-07-08,Derivatives,335.0,101.4,233.6
2025-07-08,Advisory,220.3,115.7,104.6
2025-07-08,Bond/Fund Distribution,239.0,85.9,153.0
2025-07-09,Equity Brokerage,1317.2,495.2,822.1
2025-07-09,Margin Lending,964.1,496.0,468.1
2025-07-09,Derivatives,421.5,148.7,272.8
2025-07-09,Advisory,258.9,123.0,135.8
2025-07-09,Bond/Fund Distribution,281.9,148.2,133.6
2025-07-10,Equity Brokerage,1189.6,404.6,785.0
2025-07-10,Margin Lending,834.1,342.7,491.4
2025-07-10,Derivatives,442.0,131.7,310.3
2025-07-10,Advisory,122.1,39.8,82.3
2025-07-10,Bond/Fund Distribution,370.8,202.2,168.6
2025-07-11,Equity Brokerage,1226.8,743.8,483.0
2025-07-11,Margin Lending,956.4,374.9,581.5
2025-07-11,Derivatives,376.9,128.1,248.8
2025-07-11,Advisory,66.8,32.6,34.2
2025-07-11,Bond/Fund Distribution,190.6,78.7,112.0
2025-07-12,Equity Brokerage,1277.2,620.3,656.9
2025-07-12,Margin Lending,800.1,399.2,400.9
2025-07-12,Derivatives,388.1,167.6,220.6
2025-07-12,Advisory,107.6,38.6,69.0
2025-07-12,Bond/Fund Distribution,225.2,97.4,127.8
2025-07-13,Equity Brokerage,1203.8,674.7,529.1
2025-07-13,Margin Lending,1057.2,465.6,591.7
2025-07-13,Derivatives,321.2,117.3,203.9
2025-07-13,Advisory,121.7,63.6,58.1
2025-07-13,Bond/Fund Distribution,179.9,84.7,95.3
2025-07-14,Equity Brokerage,1326.4,468.5,857.9
2025-07-14,Margin Lending,924.2,434.6,489.6
2025-07-14,Derivatives,333.4,130.8,202.6
2025-07-14,Advisory,97.8,42.8,55.0
2025-07-14,Bond/Fund Distribution,346.8,126.8,220.0
2025-07-15,Equity Brokerage,1142.7,497.3,645.4
2025-07-15,Margin Lending,846.2,378.4,467.8
2025-07-15,Derivatives,350.8,176.3,174.6
2025-07-15,Advisory,288.9,164.6,124.2
2025-07-15,Bond/Fund Distribution,244.8,85.8,159.1
2025-07-16,Equity Brokerage,1336.5,534.0,802.5
2025-07-16,Margin Lending,851.6,310.9,540.7
2025-07-16,Derivatives,297.7,150.8,146.9
2025-07-16,Advisory,126.3,77.5,48.7
2025-07-16,Bond/Fund Distribution,257.6,91.7,165.9
2025-07-17,Equity Brokerage,1185.2,617.2,568.0
2025-07-17,Margin Lending,977.9,598.0,379.9
2025-07-17,Derivatives,386.7,159.6,227.1
2025-07-17,Advisory,207.3,122.3,85.0
2025-07-17,Bond/Fund Distribution,254.4,136.4,118.0
2025-07-18,Equity Brokerage,1028.1,481.7,546.4
2025-07-18,Margin Lending,980.3,423.9,556.4
2025-07-18,Derivatives,304.5,85.3,219.2
2025-07-18,Advisory,73.0,43.3,29.8
2025-07-18,Bond/Fund Distribution,312.5,159.6,152.9
2025-07-19,Equity Brokerage,1099.7,406.7,693.0
2025-07-19,Margin Lending,991.1,412.6,578.5
2025-07-19,Derivatives,456.5,159.8,296.7
2025-07-19,Advisory,172.9,65.4,107.5
2025-07-19,Bond/Fund Distribution,315.4,152.8,162.5
2025-07-20,Equity Brokerage,1190.6,629.8,560.9
2025-07-20,Margin Lending,1100.5,673.0,427.5
2025-07-20,Derivatives,372.8,146.6,226.2
2025-07-20,Advisory,234.3,95.0,139.3
2025-07-20,Bond/Fund Distribution,334.3,165.2,169.0
2025-07-21,Equity Brokerage,1070.4,567.0,503.4
2025-07-21,Margin Lending,991.3,306.3,684.9
2025-07-21,Derivatives,391.7,127.6,264.1
2025-07-21,Advisory,241.3,103.2,138.1
2025-07-21,Bond/Fund Distribution,166.0,53.2,112.8
2025-07-22,Equity Brokerage,1224.4,476.6,747.8
2025-07-22,Margin Lending,1025.5,304.7,720.8
2025-07-22,Derivatives,427.9,136.6,291.3
2025-07-22,Advisory,241.8,82.4,159.4
2025-07-22,Bond/Fund Distribution,319.7,146.3,173.4
2025-07-23,Equity Brokerage,1112.7,578.5,534.2
2025-07-23,Margin Lending,914.0,372.8,541.2
2025-07-23,Derivatives,326.8,189.7,137.1
2025-07-23,Advisory,113.4,37.5,75.9
2025-07-23,Bond/Fund Distribution,245.8,105.9,139.9
2025-07-24,Equity Brokerage,1304.2,514.0,790.2
2025-07-24,Margin Lending,917.7,272.7,644.9
2025-07-24,Derivatives,277.9,129.1,148.8
2025-07-24,Advisory,93.4,46.7,46.6
2025-07-24,Bond/Fund Distribution,408.0,143.6,264.3
2025-07-25,Equity Brokerage,1325.7,503.0,822.7
2025-07-25,Margin Lending,899.8,337.5,562.2
2025-07-25,Derivatives,238.0,91.0,147.0
2025-07-25,Advisory,39.1,22.9,16.2
2025-07-25,Bond/Fund Distribution,116.6,32.9,83.7
